1	1	1	IY	160.	240.	2280.	2850.
1	1	1	IY	186.	280.	2400.	2790.
1	1   2	IH	203.	390.	2030.	2640.
1	1	2	IH	192.	310.	1980.	2550.
1	1	3	EH	161.	490.	1870.	2420.
1	1	3	*EH	155.	570.	1700.	2600.
1	1	4	*AE	140.	560.	1820.	2660.
1	1	4	AE	180.	630.	1700.	2550.
1	1	5	AH	144.	590.	1250.	2620.
1	1	5	AH	148.	620.	1300.	2530.
1	1	6	AA	148.	740.	1070.	2490.
1	1	6	AA	170.	800.	1060.	2640.
1	1	7	*AO	161.	600.	970.	2280.
1	1	7	*AO	158.	660.	980.	2220.
1	1	8	UH	163.	440.	1120.	2210.
1	1	8	UH	190.	400.	1070.	2280.
1	1	9	UW	160.	240.	1040.	2150.
1	1	9	UW	157.	270.	930.	2280.
1	1	10	ER	177.	370.	1520.	1670.
1	1	10	ER	164.	460.	1330.	1590.
1	2	1	IY	147.	220.	2220.	2910.
1	2	1	IY	148.	210.	2360.	3250.
1	2	2	IH	141.	410.	1890.	2680.
1	2	2	IH	139.	420.	1850.	2500.
1	2	3	EH	136.	500.	1760.	2590.
1	2	3	*EH	135.	510.	1710.	2380.
1	2	4	AE	128.	690.	1610.	2560.
1	2	4	AE	131.	700.	1690.	2580.
1	2	5	*AH	140.	650.	1080.	2420.
1	2	5	*AH	125.	625.	1060.	2490.
1	2	6	AA	140.	650.	1040.	2450.
1	2	6	AA	136.	670.	1100.	2430.
1	2	7	AO	149.	580.	580.	2470.
1	2	7	AO	140.	560.	560.	2410.
1	2	8	UH	145.	450.	940.	1910.
1	2	8	UH	141.	410.	830.	2240.
1	2	9	UW	140.	280.	650.	3300.
1	2	9	UW	137.	260.	660.	3300.
1	2	10	ER	145.	510.	1210.	1570.
1	2	10	ER	145.	510.	1130.	1510.
1	3	1	IY	105.	250.	2180.	2680.
1	3	1	IY	111.	244.	2300.	2780.
1	3	2	IH	100.	400.	1930.	2610.
1	3	2	IH	104.	400.	1990.	2700.
1	3	3	EH	100.	550.	1810.	2500.
1	3	3	EH	95. 540.	1810.	2480.
1	3	4	AE	93.	630.	1710.	2400.
1	3	4	AE	94.	658.	1755.	2305.
1	3	5	*AH	100.	600.	1200.	2320.
1	3	5	AH	105.	612.	1160.	2350.
1	3	6	AA	91.	640.	1080.	2140.
1	3	6	AA	94.	720.	1090.	2230.
1	3	7	AO	92.	550.	870.	2300.
1	3	7	AO	120.	540.	840.	2280.
1	3	8	UH	114.	460.	1150.	2290.
1	3	8	UH	114.	456.	1030.	2300.
1	3	9	UW	112.	340.	950.	2240.
1	3	9	*UW	112.	326.	900.	2190.
1	3	10	ER	100.	500.	1370.	1780.
1	3	10	ER	106.	530.	1330.	1800.
1	4	1	IY	150.	300.	2240.	3400.
1	4	1	IY	156.	280.	2450.	3200.
1	4	2	*IH	156.	450.	1960.	2400.
1	4	2	IH	146.	440.	2050.	2360.
1	4	3	EH	130.	570.	1780.	2410.
1	4	3	EH	150.	555.	1890.	2440.
1	4	4	AE	125.	750.	1610.	2340.
1	4	4	AE	136.	770.	1580.	2350.
1	4	5	AH	132.	660.	1200.	2330.
1	4	5	*AH	150.	675.	1140.	2380.
1	4	6	AA	125.	750.	1100.	2550.
1	4	6	AA	138.	800.	1120.	2500.
1	4	7	AO	143.	540.	850.	2320.
1	4	7	AO	150.	555.	890.	2370.
1	4	8	UH	136.	460.	960.	2210.
1	4	8	UH	156.	460.	1000.	2350.
1	4	9	UW	140.	380.	950.	2050.
1	4	9	UW	148.	385.	850.	2330.
